country,points,price,province
US,87,20,Washington
Italy,87,21,Northeastern Italy
US,87,13,California
Spain,87,11,Northern Spain
Italy,87,40,Sicily & Sardinia
US,87,40,California
Italy,87,,Sicily & Sardinia
US,87,40,California
France,87,14,Provence
France,87,,Provence
France,87,20,Provence
US,87,15,California
Italy,87,24,Northeastern Italy
Italy,87,24,Northeastern Italy
US,89,38,California
Austria,89,15,Niederösterreich
Austria,89,19,Kremstal
Italy,89,50,Tuscany
US,89,30,California
US,89,30,California
US,89,34,California
Austria,89,21,Kremstal
New Zealand,89,25,Nelson
New Zealand,89,20,Waipara Valley
US,89,30,California
Austria,89,24,Burgenland
US,89,18,California
Austria,89,15,Kamptal
US,89,45,Washington
Italy,89,25,Central Italy
US,89,45,Washington
New Zealand,89,,Nelson
US,89,16,New York
Argentina,89,15,Mendoza Province
New Zealand,89,90,Marlborough
South Africa,89,20,Constantia
Italy,89,55,Tuscany
New Zealand,89,,Martinborough
Italy,89,17,Tuscany
Italy,89,25,Central Italy
Italy,89,38,Tuscany
US,89,30,Washington
Italy,89,25,Tuscany
France,89,20,Provence
US,85,16,California
US,85,23,California
France,85,13,Loire Valley
US,85,48,California
Portugal,85,,Douro
Germany,85,27,Rheinhessen
US,85,28,California
US,85,45,California
US,85,20,California
Argentina,85,13,Mendoza Province
US,85,45,California
US,85,24,California
France,85,20,Loire Valley
US,85,28,Arizona
US,85,13,California
US,85,29,California
US,85,23,Virginia
Spain,85,13,Catalonia
Portugal,85,18,Port
Portugal,85,,Lisboa
Portugal,85,20,Alentejano
US,85,22,California
US,85,20,Virginia
US,85,37,California
Italy,85,29,Tuscany
Spain,85,,Andalucia
Portugal,85,17,Península de Setúbal
US,85,125,California
US,85,28,California
Spain,85,25,Northern Spain
Portugal,88,,Vinho Verde
Hungary,88,19,Tokaj
US,88,29,Oregon
Argentina,88,30,Other
France,88,28,Burgundy
Portugal,88,13,Vinho Verde
Argentina,88,17,Other
Portugal,88,17,Douro
Italy,88,90,Piedmont
France,88,21,France Other
Georgia,88,20,Kakheti
Italy,88,32,Piedmont
France,88,23,Burgundy
France,88,,Burgundy
Australia,88,,Australia Other
US,88,28,California
US,88,43,Oregon
US,88,39,California
Italy,88,44,Piedmont
Argentina,88,30,Mendoza Province
US,88,12,California
France,88,19,Burgundy
US,88,20,Oregon
Argentina,88,64,Mendoza Province
US,88,26,Oregon
Portugal,88,12,Bairrada
US,88,20,California
US,88,25,California
Argentina,88,30,Mendoza Province
US,88,50,California
Argentina,88,10,Mendoza Province
Chile,88,20,Maipo Valley
US,88,52,California
Argentina,88,26,Other
France,88,42,Burgundy
Italy,88,,Veneto
US,88,35,New York
US,88,16,California
US,88,16,California
France,88,22,Provence
Italy,88,40,Lombardy
US,88,20,California
Italy,88,60,Veneto
Italy,88,50,Northeastern Italy
Portugal,88,,Port
US,88,45,California
US,88,24,California
Portugal,88,,Port
Portugal,88,58,Port
Italy,88,26,Veneto
Italy,88,29,Lombardy
Italy,88,65,Lombardy
Italy,88,30,Lombardy
US,88,29,Virginia
France,88,65,Champagne
Italy,86,10,Central Italy
US,86,26,California
France,86,,Provence
US,86,50,California
US,86,28,California
Spain,86,24,Northern Spain
Chile,86,20,Casablanca Valley
US,86,40,California
US,86,22,Washington
US,86,45,California
US,86,22,California
Chile,86,15,Casablanca Valley
US,86,24,California
Italy,86,,Central Italy
Italy,86,,Central Italy
US,86,18,California
Italy,86,14,Central Italy
Chile,86,12,Central Valley
US,86,22,Oregon
US,86,39,Oregon
US,86,18,Oregon
US,86,12,Washington
US,86,30,California
Chile,86,16,Leyda Valley
US,86,48,California
France,86,27,Provence
France,86,18,Provence
France,86,18,Provence
Italy,86,12,Northeastern Italy
France,86,,Bordeaux
Italy,93,148,Tuscany
Austria,93,,Kremstal
Austria,93,32,Südoststeiermark
US,93,60,Washington
US,93,62,California
US,93,55,California
Austria,93,,Burgenland
Spain,93,90,Northern Spain
France,93,22,Bordeaux
US,93,125,California
US,93,35,California
Italy,93,90,Tuscany
Austria,93,28,Kamptal
Austria,93,,Kamptal
France,93,,Bordeaux
US,93,80,California
Austria,93,30,Kamptal
US,93,55,Washington
Austria,93,17,Weinviertel
Austria,93,32,Niederösterreich
Italy,93,209,Tuscany
Argentina,93,60,Mendoza Province
Austria,93,35,Thermenregion
Austria,93,47,Niederösterreich
Chile,83,20,Casablanca Valley
US,83,10,California
Portugal,83,10,Tejo
Chile,83,12,Maipo Valley
Chile,83,12,Colchagua Valley
Portugal,83,14,Tejo
Chile,83,12,Maipo Valley
Chile,83,8,Maule Valley
Spain,83,17,Northern Spain
Italy,83,11,Tuscany
Spain,83,10,Northern Spain
Spain,82,20,Catalonia
US,82,22,California
US,82,7,California
Spain,82,16,Northern Spain
Chile,82,17,Casablanca Valley
Spain,82,18,Northern Spain
Chile,82,9,Central Valley
Chile,82,13,Colchagua Valley
Spain,82,17,Catalonia
Chile,82,16,Colchagua Valley
US,82,25,Oregon
US,82,11,California
Chile,82,15,Maule Valley
US,82,13,California
Spain,82,12,Northern Spain
Spain,82,9,Northern Spain
Chile,82,10,Cachapoal Valley
Spain,82,10,Central Spain
Spain,82,14,Northern Spain
Germany,90,12,Mosel
US,90,24,California
US,90,19,California
US,90,24,California
South Africa,90,20,Swartland
Italy,90,30,Northeastern Italy
France,90,,Southwest France
France,90,18,Southwest France
France,90,23,Southwest France
Italy,90,33,Southern Italy
Argentina,90,21,Mendoza Province
France,90,60,Provence
US,90,32,Oregon
South Africa,90,40,Stellenbosch
France,90,,Southwest France
Austria,90,30,Kamptal
Italy,90,37,Northeastern Italy
Italy,90,32,Central Italy
Argentina,90,29,Mendoza Province
US,90,28,California
Italy,90,20,Northeastern Italy
US,90,27,California
Germany,90,16,Mosel
Italy,90,90,Tuscany
Argentina,90,28,Mendoza Province
Italy,90,20,Northeastern Italy
US,90,35,California
France,90,,Southwest France
South Africa,90,24,Simonsberg-Stellenbosch
Italy,90,20,Northeastern Italy
New Zealand,87,19,Marlborough
Argentina,87,13,Other
Italy,87,20,Central Italy
US,87,60,California
Italy,87,16,Veneto
Canada,87,24,Ontario
US,87,25,California
US,87,22,New York
Argentina,87,35,Mendoza Province
Italy,87,,Veneto
US,87,19,California
Argentina,86,14,Mendoza Province
US,86,22,Washington
US,86,50,California
Italy,86,12,Veneto
US,86,25,Washington
Italy,86,18,Northeastern Italy
Italy,86,14,Northeastern Italy
Germany,88,15,Rheingau
US,88,29,California
Chile,88,20,San Antonio
Italy,88,25,Veneto
Chile,88,20,Lontué Valley
US,88,70,New York
Germany,88,67,Nahe
US,88,52,Oregon
US,88,16,New York
Chile,88,12,Casablanca Valley
US,88,9,California
Italy,88,25,Veneto
US,88,25,New York
US,88,42,New York
US,88,32,California
Italy,88,61,Veneto
Italy,88,43,Veneto
US,88,17,California
US,88,27,New York
US,88,17,New York
US,88,30,California
Chile,88,13,Casablanca Valley
Germany,88,58,Rheinhessen
Italy,88,47,Veneto
Italy,88,26,Veneto
Australia,90,18,South Australia
France,90,58,Burgundy
Spain,90,13,Andalucia
US,90,20,California
Austria,90,25,Niederösterreich
Australia,90,27,South Australia
France,90,,Burgundy
Italy,90,,Southern Italy
Austria,90,52,Kamptal
Spain,90,24,Andalucia
Italy,90,30,Southern Italy
US,90,55,California
US,90,27,California
US,90,25,California
Italy,90,,Southern Italy
US,90,29,California
Italy,90,35,Southern Italy
US,90,45,California
France,90,,Burgundy
US,90,45,Oregon
US,90,18,California
US,90,14,California
Spain,90,145,Northern Spain
Italy,90,33,Southern Italy
US,90,28,California
Italy,90,,Southern Italy
Austria,90,,Burgenland
Spain,90,21,Catalonia
US,90,65,Oregon
France,90,,Burgundy
Austria,90,35,Kamptal
Italy,90,300,Tuscany
Italy,90,28,Tuscany
Austria,90,21,Kremstal
Austria,90,,Kremstal
US,90,32,California
US,90,30,Washington
US,90,75,California
US,90,24,California
Canada,90,23,British Columbia
US,90,42,California
France,90,24,Beaujolais
US,90,28,California
Italy,90,58,Tuscany
US,90,42,Washington
US,90,55,California
US,90,30,California
France,90,24,Beaujolais
Austria,90,30,Leithaberg
France,90,18,Rhône Valley
US,90,14,California
US,90,37,California
Italy,90,50,Tuscany
Austria,90,40,Kremstal
US,90,55,California
US,90,43,California
Austria,90,25,Thermenregion
US,90,35,Idaho
US,90,22,California
US,90,20,California
US,88,25,Washington
US,88,23,Washington
US,88,13,Washington
Austria,88,23,Südoststeiermark
Austria,88,18,Niederösterreich
US,88,75,California
Italy,88,,Piedmont
Italy,88,19,Piedmont
US,88,55,California
US,88,15,California
France,88,,Champagne
France,88,57,Champagne
Italy,88,,Piedmont
Italy,88,29,Piedmont
US,88,32,California
France,91,29,Bordeaux
France,91,25,Bordeaux
Italy,91,65,Tuscany
US,91,28,Washington
US,91,21,Washington
US,91,27,Washington
US,91,29,Washington
Italy,91,,Tuscany
US,91,30,California
US,91,40,California
Austria,91,40,Thermenregion
Italy,91,50,Piedmont
US,91,39,Washington
US,91,44,Washington
US,91,25,Washington
Austria,91,30,Wachau
Argentina,91,95,Mendoza Province
Austria,91,27,Wachau
US,91,40,Washington
US,91,20,California
Italy,91,78,Tuscany
Italy,91,160,Tuscany
France,91,20,Bordeaux
France,91,,Bordeaux
France,91,,Bordeaux
France,91,,Bordeaux
France,91,40,Bordeaux
France,91,,Bordeaux
Italy,90,19,Northeastern Italy
US,90,65,California
US,90,20,California
US,90,24,California
Austria,90,25,Niederösterreich
Italy,90,200,Piedmont
US,90,30,California
US,90,42,California
US,90,85,California
US,90,100,Washington
France,90,19,Provence
US,90,40,California
US,90,65,California
France,90,30,Provence
France,90,15,Provence
France,90,52,Provence
Italy,90,28,Piedmont
US,90,33,California
US,90,48,California
US,90,35,California
Italy,90,45,Northeastern Italy
Italy,90,22,Northeastern Italy
US,90,19,California
US,90,45,California
Austria,90,13,Niederösterreich
France,90,14,Provence
US,90,12,California
US,90,32,Washington
New Zealand,90,,Central Otago
US,90,24,Washington
US,92,35,California
US,92,30,California
France,92,160,Burgundy
US,92,46,California
US,92,50,Washington
US,92,20,California
US,92,40,California
US,92,42,California
US,92,55,California
US,92,28,California
Romania,92,28,Recas
US,92,55,California
US,92,55,California
France,92,35,Alsace
France,92,55,Alsace
France,92,30,Alsace
France,92,49,Provence
Chile,92,20,Aconcagua Valley
US,92,34,California
US,92,35,California
US,92,34,California
US,92,41,California
US,92,50,California
Italy,92,99,Veneto
Italy,92,65,Veneto
Italy,92,79,Veneto
US,92,20,California
Italy,92,64,Veneto
US,92,35,California
US,92,85,California
France,83,10,France Other
France,83,12,France Other
France,83,9,France Other
France,83,16,Provence
France,83,10,France Other
Argentina,83,13,Mendoza Province
Argentina,83,20,Mendoza Province
France,83,10,France Other
France,83,5,France Other
US,83,24,California
Spain,83,13,Northern Spain
US,83,14,California
France,83,9,France Other
France,83,6,France Other
France,83,10,France Other
US,83,26,California
France,83,10,France Other
Spain,83,19,Northern Spain
Spain,83,10,Northern Spain
Argentina,83,8,Mendoza Province
France,83,5,France Other
France,83,18,Provence
US,83,50,California
France,83,12,France Other
US,83,22,California
France,83,9,France Other
France,83,9,France Other
US,83,26,California
Portugal,84,11,Península de Setúbal
Portugal,84,13,Douro
France,84,,Burgundy
Portugal,84,12,Douro
Spain,84,10,Spain Other
Portugal,84,36,Port
France,84,22,Burgundy
Spain,84,7,Central Spain
Argentina,84,20,Mendoza Province
Portugal,84,19,Douro
Spain,84,12,Central Spain
Argentina,84,9,Mendoza Province
Argentina,84,13,Mendoza Province
Portugal,84,11,Vinho Espumante
Spain,84,23,Northern Spain
Argentina,84,12,Mendoza Province
France,84,24,Burgundy
Portugal,84,8,Alentejano
France,84,20,Alsace
Portugal,84,10,Tejo
Argentina,84,13,Mendoza Province
Spain,84,8,Levante
Australia,88,16,South Australia
Portugal,88,18,Douro
Portugal,88,12,Douro
Portugal,88,12,Douro
US,88,28,California
Italy,88,70,Piedmont
US,88,26,California
US,88,28,California
US,88,32,California
US,88,20,California
US,88,30,California
Italy,88,30,Veneto
US,88,17,California
US,88,28,Washington
US,88,40,Washington
US,88,45,Washington
US,88,10,California
US,88,12,California
Portugal,88,19,Dão
Portugal,88,12,Dão
Portugal,88,15,Lisboa
Brazil,88,36,Pinto Bandeira
France,88,9,Bordeaux
France,88,25,Bordeaux
France,88,19,Bordeaux
France,88,30,Bordeaux
France,88,33,France Other
France,88,19,Bordeaux
France,88,28,Bordeaux
France,88,18,Bordeaux
Italy,88,15,Southern Italy
Italy,88,13,Tuscany
US,88,60,California
US,88,27,California
France,88,,France Other
France,88,28,Burgundy
Australia,88,17,South Australia
US,88,49,Oregon
US,88,19,California
US,88,45,California
US,88,35,California
US,88,19,California
US,88,13,California
France,88,40,Burgundy
Chile,88,20,Colchagua Valley
US,88,47,California
US,88,24,California
US,88,50,California
Germany,88,10,Mosel
US,88,48,California
US,88,38,Washington
US,88,95,California
France,88,24,Burgundy
US,88,20,California
US,88,35,California
Spain,88,23,Galicia
US,88,20,California
US,88,37,California
US,88,65,California
Germany,87,12,Rheinhessen
Argentina,82,15,Mendoza Province
Argentina,82,11,Mendoza Province
US,82,40,Oregon
US,82,28,California
Argentina,82,10,Mendoza Province
Argentina,82,6,Mendoza Province
US,82,26,California
US,82,12,California
US,82,14,Oregon
Argentina,81,12,Other
Argentina,81,15,Mendoza Province
Argentina,81,8,Mendoza Province
Argentina,81,13,Mendoza Province
Portugal,81,16,Alentejano
Argentina,80,17,Mendoza Province
Argentina,80,20,Mendoza Province
Argentina,80,15,Mendoza Province
Argentina,80,12,Mendoza Province
Argentina,80,12,Mendoza Province
France,97,430,Burgundy
France,97,550,Burgundy
US,95,50,California
US,95,50,California
New Zealand,88,13,Marlborough
US,88,16,Washington
US,88,32,California
Italy,88,18,Sicily & Sardinia
US,88,20,New York
US,88,15,California
US,88,80,California
US,88,25,Washington
US,88,19,Washington
Italy,88,35,Southern Italy
US,88,75,California
US,88,15,Washington
US,88,45,Washington
US,88,11,Washington
US,88,30,California
US,88,25,Washington
France,88,45,Bordeaux
France,88,,Bordeaux
France,88,40,Bordeaux
France,88,,Bordeaux
US,88,35,New York
US,88,25,New York
France,88,40,Bordeaux
France,88,28,Bordeaux
France,88,25,Bordeaux
France,88,20,Bordeaux
France,88,35,Bordeaux
France,88,15,Bordeaux
France,88,33,Bordeaux
France,88,33,Bordeaux
US,84,40,California
US,84,22,Oregon
France,84,10,Bordeaux
US,84,17,California
France,84,,Southwest France
Chile,84,13,Maule Valley
Chile,84,7,Colchagua Valley
Chile,84,17,Limarí Valley
Italy,84,13,Southern Italy
US,84,24,California
US,84,19,California
France,84,10,Burgundy
France,84,25,Bordeaux
France,84,,Bordeaux
France,84,16,Bordeaux
Greece,84,13,Peloponnese
US,84,7,California
Italy,83,,Southern Italy
US,83,22,California
US,83,24,California
US,83,24,California
Italy,83,,Southern Italy
Italy,83,11,Central Italy
France,87,20,Alsace
France,87,27,Burgundy
Italy,87,,Sicily & Sardinia
Italy,87,18,Sicily & Sardinia
Italy,87,,Sicily & Sardinia
Italy,87,,Sicily & Sardinia
US,87,13,California
Italy,87,29,Sicily & Sardinia
US,87,10,California
US,87,32,California
France,87,12,Alsace
Australia,87,12,Australia Other
Chile,87,17,Casablanca Valley
US,87,49,California
Italy,87,20,Sicily & Sardinia
Chile,87,15,Maipo Valley
France,87,19,Alsace
US,87,10,California
Italy,87,,Sicily & Sardinia
Italy,87,20,Sicily & Sardinia
US,87,16,California
Italy,87,19,Southern Italy
US,87,37,California
Slovenia,87,7,Primorska
Italy,87,,Sicily & Sardinia
Italy,87,25,Sicily & Sardinia
Spain,87,18,Catalonia
France,87,32,Burgundy
France,87,18,Burgundy
Moldova,87,11,Moldova
US,90,44,California
US,90,30,California
Italy,90,17,Veneto
US,90,20,California
US,90,14,California
Italy,90,23,Veneto
US,90,20,California
US,90,33,California
Uruguay,90,35,Uruguay
US,90,190,California
Portugal,90,26,Port
Morocco,90,18,Zenata
Italy,90,,Tuscany
US,90,40,California
US,90,24,California
US,90,34,California
Portugal,90,30,Port
US,90,15,America
Italy,90,17,Veneto
US,90,38,California
US,90,30,California
US,90,75,California
US,90,60,California
Italy,90,22,Central Italy
Chile,90,40,Maipo Valley
US,90,30,California
US,90,35,California
Portugal,90,10,Vinho Verde
US,90,50,California
US,90,33,Idaho
France,89,45,Champagne
US,89,38,Oregon
France,89,120,Champagne
US,89,24,Oregon
US,89,24,Oregon
France,89,48,Champagne
US,89,26,California
US,89,30,Oregon
Australia,89,16,South Australia
US,88,20,California
US,88,30,California
US,88,20,California
France,88,30,Champagne
US,88,30,Oregon
US,88,25,Oregon
US,88,50,Oregon
US,88,25,California
France,88,10,Bordeaux
US,88,24,Oregon
US,88,39,Oregon
US,88,35,Oregon
US,88,25,California
Australia,88,10,South Australia
US,88,22,California
US,88,25,Oregon
US,88,14,California
US,88,28,Oregon
US,88,40,Oregon
France,88,44,Champagne
US,88,15,California
Italy,89,25,Tuscany
France,89,13,Bordeaux
US,89,25,New York
Israel,89,15,Galilee
US,89,55,Washington
US,89,18,Washington
US,89,40,New York
Italy,89,60,Tuscany
Spain,89,22,Northern Spain
Italy,89,20,Tuscany
Italy,89,22,Tuscany
Italy,89,,Tuscany
Italy,89,20,Tuscany
US,89,35,California
France,89,45,Champagne
US,89,23,California
US,89,55,California
US,89,40,Washington
Italy,89,20,Tuscany
Spain,89,20,Galicia
Italy,89,11,Tuscany
US,89,14,California
Austria,89,12,Wagram
Spain,89,24,Northern Spain
Italy,89,18,Tuscany
Italy,89,15,Tuscany
US,89,30,Washington
US,89,30,Washington
Israel,89,15,Galilee
Israel,89,20,Galilee
US,87,26,California
Argentina,87,60,Mendoza Province
US,87,20,California
US,87,48,California
Argentina,87,10,Mendoza Province
Argentina,87,10,Other
US,87,36,Oregon
US,87,39,California
Italy,87,,Piedmont
Argentina,87,18,Mendoza Province
Argentina,87,17,Mendoza Province
Italy,87,35,Piedmont
Portugal,87,13,Minho
France,87,32,Burgundy
Italy,87,27,Sicily & Sardinia
Portugal,87,13,Douro
Portugal,87,13,Douro
Portugal,87,,Douro
France,87,32,Burgundy
Portugal,87,,Península de Setúbal
France,87,,Burgundy
France,87,23,Burgundy
Portugal,87,20,Tejo
Portugal,87,12,Tejo
US,87,37,California
Italy,87,39,Sicily & Sardinia
US,87,80,California
Czech Republic,87,15,Moravia
France,87,17,Burgundy
US,87,60,California
US,92,75,California
US,92,60,Oregon
Spain,92,35,Northern Spain
Spain,92,41,Northern Spain
Italy,92,110,Piedmont
Israel,92,30,Judean Hills
US,92,75,Oregon
US,92,48,Oregon
US,92,85,Oregon
US,92,85,Oregon
US,92,64,California
US,92,56,California
France,92,70,Champagne
France,92,100,Champagne
US,92,60,Oregon
US,92,45,California
Portugal,92,28,Alentejo
Italy,92,60,Piedmont
US,92,45,California
France,92,35,Burgundy
France,92,80,Loire Valley
Italy,92,,Piedmont
US,92,60,California
Italy,92,53,Piedmont
US,92,27,California
US,92,58,California
US,92,45,Oregon
Italy,92,80,Piedmont
